smiles,inchi,selfies,iupac,lipophilicity
CNC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,"InChI=1S/C19H20F4N4O3/c1-10(2)15(16(29)19(21,22)23)26-14(28)9-27-17(11-4-6-12(20)7-5-11)25-8-13(24-3)18(27)30/h4-8,10,15,24H,9H2,1-3H3,(H,26,28)",[C][N][C][=C][N][=C][Branch2][Ring2][Ring2][N][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring1][Ring2][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],"2-[2-(4-fluorophenyl)-5-methylamino-6-oxopyrimidin-1-yl]-n-(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)acetamide",1.86
CN1C(=O)N(C)c2ncn(C)c2C1=O,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][N][Branch1][C][C][C][=Ring1][=Branch1][C][Ring1][N][=O],"1,3,7-trimethylpurine-2,6-dione",-0.03
OC1(CNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O)CCCCCC1,"InChI=1S/C18H21ClN4O4/c19-14-6-5-12(23-17(26)22-15(24)10-21-23)9-13(14)16(25)20-11-18(27)7-3-1-2-4-8-18/h5-6,9-10,27H,1-4,7-8,11H2,(H,20,25)(H,22,24,26)",[O][C][Branch2][Ring1][=C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][N][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][C][C][C][C][Ring2][Ring1][#Branch2],"2-chloro-5-(3,5-dioxo-1,2,4-triazin-2-yl)-n-[(1-hydroxycycloheptyl)methyl]benzamide",0.26
COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,"InChI=1S/C25H34N4O2/c1-31-23-12-6-5-11-22(23)28-18-15-27(16-19-28)17-20-29(24-13-7-8-14-26-24)25(30)21-9-3-2-4-10-21/h5-8,11-14,21H,2-4,9-10,15-20H2,1H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][#Branch2][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch1],n-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-n-pyridin-2-ylcyclohexanecarboxamide,3
Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O,"InChI=1S/C22H17FN4O2/c23-16-11-5-7-13-18(16)25-22(29)27-20-21(28)24-17-12-6-4-10-15(17)19(26-20)14-8-2-1-3-9-14/h1-13,20H,(H,24,28)(H2,25,27,29)/t20-/m1/s1",[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C@H1][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][P][=O],"3-(2-fluorophenyl)-1-[(3s)-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepin-3-yl]urea",4
Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,"InChI=1S/C24H19BrCl2N2O4/c1-13-4-2-5-16(25)20(13)22(30)29-19(24(32)33)12-14-8-10-15(11-9-14)28-23(31)21-17(26)6-3-7-18(21)27/h2-11,19H,12H2,1H3,(H,28,31)(H,29,30)(H,32,33)/t19-/m0/s1",[C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring1][P][C][=Branch1][C][=O][O],"(2s)-2-[(2-bromo-6-methylbenzoyl)amino]-3-[4-[(2,6-dichlorobenzoyl)amino]phenyl]propanoic acid",-0.13
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1",[C][C@H1][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Ring1][S][C@@][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][Branch2],"(6s,8s,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-3-one",2.12
Fc1ccccc1NC(=O)NC2N=C(c3ccccc3)c4ccccc4NC2=O,"InChI=1S/C22H17FN4O2/c23-16-11-5-7-13-18(16)25-22(29)27-20-21(28)24-17-12-6-4-10-15(17)19(26-20)14-8-2-1-3-9-14/h1-13,20H,(H,24,28)(H2,25,27,29)",[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][P][=O],"3-(2-fluorophenyl)-1-(2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepin-3-yl)urea",3.8
Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl,"InChI=1S/C13H7Cl3N2O2S3/c14-7-1-2-8(15)11(5-7)23(19,20)18-13-17-10(6-22-13)12-9(16)3-4-21-12/h1-6H,(H,17,18)",[Cl][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][S][C][=C][C][=Ring1][Branch1][Cl],"2,5-dichloro-n-[4-(3-chlorothiophen-2-yl)-1,3-thiazol-2-yl]benzenesulfonamide",2.11
COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,"InChI=1S/C20H27NO2/c1-13-3-4-17(23-2)8-18(13)21-19(22)12-20-9-14-5-15(10-20)7-16(6-14)11-20/h3-4,8,14-16H,5-7,9-12H2,1-2H3,(H,21,22)",[C][O][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][Ring2][Ring1][Branch1],2-(1-adamantyl)-n-(5-methoxy-2-methylphenyl)acetamide,3.96
CCOc1noc2cc(OCCC3CCN(CC3)c4ccc(C)nn4)ccc12,"InChI=1S/C21H26N4O3/c1-3-26-21-18-6-5-17(14-19(18)28-24-21)27-13-10-16-8-11-25(12-9-16)20-7-4-15(2)22-23-20/h4-7,14,16H,3,8-13H2,1-2H3",[C][C][O][C][=N][O][C][=C][C][Branch2][Ring1][=Branch2][O][C][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][N][=N][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][=Branch1],"3-ethoxy-6-[2-[1-(6-methylpyridazin-3-yl)piperidin-4-yl]ethoxy]-1,2-benzoxazole",4.23
CC(C)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,"InChI=1S/C20H23N3O2/c1-14(2)23-18-6-4-3-5-16(18)17-13-15(7-8-19(17)23)21-20(24)22-9-11-25-12-10-22/h3-8,13-14H,9-12H2,1-2H3,(H,21,24)",[C][C][Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=C][N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][=Branch1][Ring1][#C],n-(9-propan-2-ylcarbazol-3-yl)morpholine-4-carboxamide,3.55
CN1CCN(CC1)C(=O)Cc2csc(NS(=O)(=O)c3cccc(Cl)c3C)n2,"InChI=1S/C17H21ClN4O3S2/c1-12-14(18)4-3-5-15(12)27(24,25)20-17-19-13(11-26-17)10-16(23)22-8-6-21(2)7-9-22/h3-5,11H,6-10H2,1-2H3,(H,19,20)",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][S][C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=N][Ring1][P],"3-chloro-2-methyl-n-[4-[2-(4-methylpiperazin-1-yl)-2-oxoethyl]-1,3-thiazol-2-yl]benzenesulfonamide",0.57
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",[N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O],(2s)-2-amino-3-(1h-indol-3-yl)propanoic acid,-1.08
NS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,"InChI=1S/C17H14N6O2S/c18-26(24,25)13-6-4-12(5-7-13)21-17-19-9-8-14(22-17)15-11-20-16-3-1-2-10-23(15)16/h1-11H,(H2,18,24,25)(H,19,21,22)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],"4-[(4-imidazo[3,2-a]pyridin-3-ylpyrimidin-2-yl)amino]benzenesulfonamide",2.7
C1CN2CCC1C(C2)c3oc(nn3)c4oc(cc4)c5cccnc5,"InChI=1S/C18H18N4O2/c1-2-13(10-19-7-1)15-3-4-16(23-15)18-21-20-17(24-18)14-11-22-8-5-12(14)6-9-22/h1-4,7,10,12,14H,5-6,8-9,11H2",[C][C][N][C][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][=Branch1][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][O][C][=Branch1][Branch1][=C][C][=Ring1][Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],"8-[5-(5-pyridin-3-ylfuran-2-yl)-1,3,4-oxadiazol-2-yl]-1-azabicyclo[2.2.2]octane",1.2
CCc1cccc(CC)c1NC(=O)N2Cc3[nH]nc(NC(=O)c4ccc(cc4)N5CCN(C)CC5)c3C2,"InChI=1S/C28H35N7O2/c1-4-19-7-6-8-20(5-2)25(19)29-28(37)35-17-23-24(18-35)31-32-26(23)30-27(36)21-9-11-22(12-10-21)34-15-13-33(3)14-16-34/h6-12H,4-5,13-18H2,1-3H3,(H,29,37)(H2,30,31,32,36)",[C][C][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][N][C][C][NH1][N][=C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][Branch2],"n-(2,6-diethylphenyl)-3-[[4-(4-methylpiperazin-1-yl)benzoyl]amino]-4,6-dihydro-1h-pyrrolo[3,4-d]pyrazole-5-carboxamide",3.31
c1ccc(cc1)c2cn3ccccc3n2,InChI=1S/C13H10N2/c1-2-6-11(7-3-1)12-10-15-9-5-4-8-13(15)14-12/h1-10H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2],"2-phenylimidazo[1,2-a]pyridine",2.9
COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,"InChI=1S/C22H29ClN4O6/c1-33-13-16(28)12-26-19(29)11-25-27(21(26)31)15-6-7-18(23)17(10-15)20(30)24-14-22(32)8-4-2-3-5-9-22/h6-7,10-11,16,28,32H,2-5,8-9,12-14H2,1H3,(H,24,30)/t16-/m1/s1",[C][O][C][C@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][C][C][C][C][Ring1][Branch2],"2-chloro-n-[(1-hydroxycycloheptyl)methyl]-5-[4-[(2r)-2-hydroxy-3-methoxypropyl]-3,5-dioxo-1,2,4-triazin-2-yl]benzamide",1.46
FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2C(F)(F)F)cc(c1)C(F)(F)F,"InChI=1S/C14H5ClF9N3O/c15-11-25-4-8(9(27-11)14(22,23)24)10(28)26-7-2-5(12(16,17)18)1-6(3-7)13(19,20)21/h1-4H,(H,26,28)",[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring2][C][Branch1][C][F][Branch1][C][F][F],"n-[3,5-bis(trifluoromethyl)phenyl]-2-chloro-4-(trifluoromethyl)pyrimidine-5-carboxamide",1.8
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,"InChI=1S/C25H40O6/c1-6-25(4,5)24(30)31-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-18(26)13-19(27)14-22(28)29/h7-8,11,15-16,18-21,23,26-27H,6,9-10,12-14H2,1-5H3,(H,28,29)/t15-,16-,18+,19+,20-,21-,23-/m0/s1",[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch2][Ring1][C][C][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C@@H1][Ring2][Ring1][#Branch1][Ring2][Ring1][C],"(3r,5r)-7-[(1s,2s,6r,8s,8ar)-8-(2,2-dimethylbutanoyloxy)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",1.55
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2",[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][=Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C],[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone,4.13
CCN1CCN(Cc2cnc(c(C)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,"InChI=1S/C26H31N5O/c1-3-30-12-14-31(15-13-30)18-20-16-19(2)25(28-17-20)21-8-10-22(11-9-21)26(32)29-24-7-5-4-6-23(24)27/h4-11,16-17H,3,12-15,18,27H2,1-2H3,(H,29,32)",[C][C][N][C][C][N][Branch2][Ring2][#Branch1][C][C][=C][N][=C][Branch1][Branch2][C][Branch1][C][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][Ring2][Ring1][=C],n-(2-aminophenyl)-4-[5-[(4-ethylpiperazin-1-yl)methyl]-3-methylpyridin-2-yl]benzamide,1.2
CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3snc(C)c3C(=O)N2Cc4ccccc4,"InChI=1S/C27H31N5O2S/c1-4-22(31(16-8-15-28)26(33)21-13-11-18(2)12-14-21)24-29-25-23(19(3)30-35-25)27(34)32(24)17-20-9-6-5-7-10-20/h5-7,9-14,22H,4,8,15-17,28H2,1-3H3",[C][C][C][Branch2][Ring1][#Branch1][N][Branch1][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=N][C][S][N][=C][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"n-(3-aminopropyl)-4-methyl-n-[1-[3-methyl-4-oxo-5-(phenylmethyl)-[1,2]thiazolo[5,4-d]pyrimidin-6-yl]propyl]benzamide",1.61
CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,"InChI=1S/C13H13ClN2O4S2/c1-2-20-12(17)7-10-8-21-13(15-10)16-22(18,19)11-5-3-9(14)4-6-11/h3-6,8H,2,7H2,1H3,(H,15,16)",[C][C][O][C][=Branch1][C][=O][C][C][=C][S][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][Ring1][S],"ethyl 2-[2-[(4-chlorophenyl)sulfonylamino]-1,3-thiazol-4-yl]acetate",1.32
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,"InChI=1S/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2",[Cl][C][=C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][Ring1][P][=C][Ring2][Ring1][Branch1],"8-chloro-6-piperazin-1-ylbenzo[b][1,5]benzoxazepine",2.28
COc1ccc(cc1)c2nc3CCCn3c2Br,"InChI=1S/C13H13BrN2O/c1-17-10-6-4-9(5-7-10)12-13(14)16-8-2-3-11(16)15-12/h4-7H,2-3,8H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][=C][C][C][C][N][Ring1][Branch1][C][=Ring1][Branch2][Br],"3-bromo-2-(4-methoxyphenyl)-6,7-dihydro-5h-pyrrolo[1,2-a]imidazole",3.3
CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1,"InChI=1S/C16H18N2/c1-18-10-14(12-6-3-2-4-7-12)13-8-5-9-16(17)15(13)11-18/h2-9,14H,10-11,17H2,1H3/t14-/m0/s1",[C][N][C][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][Ring1][P],"(4s)-2-methyl-4-phenyl-3,4-dihydro-1h-isoquinolin-8-amine",2.11
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,"InChI=1S/C21H24Cl2N2O/c1-24(21(26)14-16-9-10-18(22)19(23)13-16)20(15-25-11-5-6-12-25)17-7-3-2-4-8-17/h2-4,7-10,13,20H,5-6,11-12,14-15H2,1H3/t20-/m1/s1",[C][N][Branch2][Ring1][Ring2][C@H1][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],"2-(3,4-dichlorophenyl)-n-methyl-n-[(1s)-1-phenyl-2-pyrrolidin-1-ylethyl]acetamide",3.42
Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,"InChI=1S/C21H19N3O/c1-24-19-5-3-2-4-17(19)18-14-16(7-8-20(18)24)23-21(25)9-6-15-10-12-22-13-11-15/h2-5,7-8,10-14H,6,9H2,1H3,(H,23,25)",[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2][Ring1][P],n-(9-methylcarbazol-3-yl)-3-pyridin-4-ylpropanamide,3.8
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4ccncc4C3)c(F)c2,"InChI=1S/C19H19FN4O3/c1-12(25)22-8-16-11-24(19(26)27-16)15-2-3-18(17(20)6-15)23-9-13-4-5-21-7-14(13)10-23/h2-7,16H,8-11H2,1H3,(H,22,25)/t16-/m0/s1",[C][C][=Branch1][C][=O][N][C][C@H1][C][N][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][=Branch1][C][=C][C][=C][Branch1][=C][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][Branch1][C][F][=C][Ring1][S],"n-[[(5s)-3-[4-(1,3-dihydropyrrolo[3,4-c]pyridin-2-yl)-3-fluorophenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",3.02
Cc1cc(C)nc(N)c1,"InChI=1S/C7H10N2/c1-5-3-6(2)9-7(8)4-5/h3-4H,1-2H3,(H2,8,9)",[C][C][=C][C][Branch1][C][C][=N][C][Branch1][C][N][=C][Ring1][Branch2],"4,6-dimethylpyridin-2-amine",0.85
CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc2ccc(F)cc2F,"InChI=1S/C26H34F2N2O4/c1-4-5-6-7-8-16-30(25(33)29-23-14-11-20(27)18-22(23)28)17-15-19-9-12-21(13-10-19)34-26(2,3)24(31)32/h9-14,18H,4-8,15-17H2,1-3H3,(H,29,33)(H,31,32)",[C][C][C][C][C][C][C][N][Branch2][Ring1][#Branch2][C][C][C][=C][C][=C][Branch1][=C][O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],"2-[4-[2-[(2,4-difluorophenyl)carbamoyl-heptylamino]ethyl]phenoxy]-2-methylpropanoic acid",1.93
CN(C)CCNc1cc(nc2cc(nn12)c3ccc(F)cc3)c4ccccc4,"InChI=1S/C22H22FN5/c1-27(2)13-12-24-21-14-19(16-6-4-3-5-7-16)25-22-15-20(26-28(21)22)17-8-10-18(23)11-9-17/h3-11,14-15,24H,12-13H2,1-2H3",[C][N][Branch1][C][C][C][C][N][C][=C][C][=Branch2][Ring1][Branch2][=N][C][=C][C][=Branch1][#Branch1][=N][N][Ring1][=Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"n-[2-(4-fluorophenyl)-5-phenylpyrazolo[5,1-b]pyrimidin-7-yl]-n',n'-dimethylethane-1,2-diamine",4.5
O=S(=O)(Nc1cccnc1)c2ccc3OCCOc3c2,"InChI=1S/C13H12N2O4S/c16-20(17,15-10-2-1-5-14-9-10)11-3-4-12-13(8-11)19-7-6-18-12/h1-5,8-9,15H,6-7H2",[O][=S][=Branch1][C][=O][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][O][C][C][O][C][Ring1][=Branch1][=C][Ring1][#Branch2],"n-pyridin-3-yl-2,3-dihydro-1,4-benzodioxine-7-sulfonamide",1.34
CNCCC(Oc1ccccc1OC)c2ccccc2,"InChI=1S/C17H21NO2/c1-18-13-12-15(14-8-4-3-5-9-14)20-17-11-7-6-10-16(17)19-2/h3-11,15,18H,12-13H2,1-2H3",[C][N][C][C][C][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3-(2-methoxyphenoxy)-n-methyl-3-phenylpropan-1-amine,0.22
CC(=O)NCc1ccc(CN2CCN(CC2)c3ccc(F)cc3F)cc1,"InChI=1S/C20H23F2N3O/c1-15(26)23-13-16-2-4-17(5-3-16)14-24-8-10-25(11-9-24)20-7-6-18(21)12-19(20)22/h2-7,12H,8-11,13-14H2,1H3,(H,23,26)",[C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][=C][Ring2][Ring1][Branch1],"n-[[4-[[4-(2,4-difluorophenyl)piperazin-1-yl]methyl]phenyl]methyl]acetamide",2.5
Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,"InChI=1S/C22H30ClN3O/c23-20-2-1-18(26-5-3-24-4-6-26)10-19(20)21(27)25-14-22-11-15-7-16(12-22)9-17(8-15)13-22/h1-2,10,15-17,24H,3-9,11-14H2,(H,25,27)",[Cl][C][=C][C][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][N][C][C][N][C][C][Ring1][=Branch1],n-(1-adamantylmethyl)-2-chloro-5-piperazin-1-ylbenzamide,1.77
CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,"InChI=1S/C19H26N6O/c1-4-15(11-26)22-19-23-17(20-10-14-8-6-5-7-9-14)16-18(24-19)25(12-21-16)13(2)3/h5-9,12-13,15,26H,4,10-11H2,1-3H3,(H2,20,22,23,24)/t15-/m1/s1",[C][C][C@H1][Branch1][Ring1][C][O][N][C][=N][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][Branch2][=N][Ring2][Ring1][Ring2],(2r)-2-[[6-(phenylmethylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,3.63
NCC(O)(c1ccccc1)c2ccccc2,"InChI=1S/C14H15NO/c15-11-14(16,12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,16H,11,15H2",[N][C][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"2-amino-1,1-di(phenyl)ethanol",0.9
