doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1016/j.ssc.2012.03.013,0.0032,6,0.000372,La1.67Sr0.34Cu0.94Ti0.06O4,Solid state reaction,polycrystalline,300,,55.4,18980,6314,2427,188.41,13.458,14,312,1.24E-06,39.7,
10.1016/S0022-3697(96)00228-4,0.00211,111,0.18,Zn4Sb3,"melted, inert",polycrystalline,300,1.01,89.54,2919000,5264,2783,1610.64,25.566,63,475,0.000583,12300,0.344
10.1016/S0022-3697(96)00228-4,0.00259,146,0.33,Zn4Sb3,"melted, inert",polycrystalline,400,0.664,89.54,2919000,5264,2783,1610.64,25.566,63,386,0.000823,21300,0.568
10.1016/S0022-3697(96)00228-4,0.00333,206,0.89,Zn4Sb3,"melted, inert",polycrystalline,700,0.693,89.54,2919000,5264,2783,1610.64,25.566,63,301,0.00127,42400,0.741
10.1016/S0025-5408(02)00997-2,0.018,-154,0.05,Ca1Mn0.98Ru0.02O3,Solid state reaction,polycrystalline,400,,28.79,14040000,1883,1366,208.21,10.41,20,54.4,0.000129,23600,
10.1016/S0025-5408(02)00997-2,0.00752,-120,0.08,Ca1Mn0.96Ru0.04O3,Solid state reaction,polycrystalline,400,3.758,28.97,27910000,1904,1456,208.21,10.41,20,133,0.000191,14400,0.035
10.1016/S0025-5408(02)00997-2,0.0066,-102,0.06,Ca1Mn0.94Ru0.06O3,Solid state reaction,polycrystalline,400,,29.16,41600000,1925,1544,208.21,10.41,20,151,0.000156,10300,
10.1016/S0025-5408(02)00997-2,0.00396,-61,0.04,Ca1Mn0.9Ru0.1O3,Solid state reaction,polycrystalline,400,,29.53,68460000,1966,1717,210.36,10.518,20,253,9.27E-05,3670,
10.1016/S0025-5408(02)00997-2,0.00311,-36,0.02,Ca1Mn0.82Ru0.18O3,Solid state reaction,polycrystalline,400,,30.26,120200000,2045,2051,210.36,10.518,20,322,4.10E-05,1270,
10.1016/S0025-5408(02)00997-2,0.024,-196,0.11,Ca1Mn0.98Ru0.02O3,Solid state reaction,polycrystalline,700,,28.79,14040000,1883,1366,208.21,10.41,20,41.4,0.000159,38300,
10.1016/S0025-5408(02)00997-2,0.01,-137,0.13,Ca1Mn0.96Ru0.04O3,Solid state reaction,polycrystalline,700,3.24,28.97,27910000,1904,1456,208.21,10.41,20,98.2,0.000185,18800,0.052
10.1016/S0025-5408(02)00997-2,0.00892,-122,0.12,Ca1Mn0.94Ru0.06O3,Solid state reaction,polycrystalline,700,,29.16,41600000,1925,1544,208.21,10.41,20,112,0.000167,14900,
10.1016/S0025-5408(02)00997-2,0.00529,-82,0.09,Ca1Mn0.9Ru0.1O3,Solid state reaction,polycrystalline,700,,29.53,68460000,1966,1717,210.36,10.518,20,189,0.000126,6660,
10.1016/S0025-5408(02)00997-2,0.00403,-56,0.05,Ca1Mn0.82Ru0.18O3,Solid state reaction,polycrystalline,700,,30.26,120200000,2045,2051,210.36,10.518,20,248,7.75E-05,3120,
10.1016/S0025-5408(02)00997-2,0.028,-214,0.16,Ca1Mn0.98Ru0.02O3,Solid state reaction,polycrystalline,1000,,28.79,14040000,1883,1366,208.21,10.41,20,35.7,0.000163,45700,
10.1016/S0025-5408(02)00997-2,0.013,-153,0.18,Ca1Mn0.96Ru0.04O3,Solid state reaction,polycrystalline,1000,2.882,28.97,27910000,1904,1456,208.21,10.41,20,78.8,0.000184,23400,0.067
10.1016/S0025-5408(02)00997-2,0.011,-145,0.18,Ca1Mn0.94Ru0.06O3,Solid state reaction,polycrystalline,1000,,29.16,41600000,1925,1544,208.21,10.41,20,87.8,0.000183,20900,
10.1016/S0025-5408(02)00997-2,0.00674,-102,0.15,Ca1Mn0.9Ru0.1O3,Solid state reaction,polycrystalline,1000,,29.53,68460000,1966,1717,210.36,10.518,20,148,0.000154,10400,
10.1016/S0025-5408(02)00997-2,0.00505,-68,0.09,Ca1Mn0.82Ru0.18O3,Solid state reaction,polycrystalline,1000,,30.26,120200000,2045,2051,210.36,10.518,20,198,9.13E-05,4610,
10.1016/S0038-1098(02)00555-0,0.046,50,0.00164,Ca3Co4O9,"sol-gel, air",polycrystalline,300,,31.25,17150,2511,1757,147.11,10.865,13.54,21.8,5.48E-06,2510,
10.1016/S0038-1098(02)00555-0,0.041,62,0.00284,La0.05Ca2.85Co3.8O8.55,"sol-gel, air",polycrystalline,300,,31.6,17300,2612,1776,147.11,10.865,13.54,24.5,9.47E-06,3860,
10.1016/S0038-1098(02)00555-0,0.06,60,0.00179,La0.3Ca2.7Co4O9,"sol-gel, air",polycrystalline,300,,33.1,18350,3029,1870,147.11,10.865,13.54,16.8,5.98E-06,3570,
10.1016/S0038-1098(02)00555-0,0.043,65,0.00297,La0.45Ca2.55Co4O9,"sol-gel, air",polycrystalline,300,,34.03,18900,3266,1923,147.11,10.865,13.54,23.2,9.90E-06,4270,
10.1016/S0038-1098(02)00555-0,0.041,58,0.00328,Ca3Co4O9,"sol-gel, air",polycrystalline,400,,31.25,17150,2511,1757,147.11,10.865,13.54,24.4,8.20E-06,3360,
10.1016/S0038-1098(02)00555-0,0.038,70,0.00518,La0.05Ca2.85Co3.8O8.55,"sol-gel, air",polycrystalline,400,,31.6,17300,2612,1776,147.11,10.865,13.54,26.4,1.30E-05,4900,
10.1016/S0038-1098(02)00555-0,0.039,68,0.00485,La0.3Ca2.7Co4O9,"sol-gel, air",polycrystalline,400,,33.1,18350,3029,1870,147.11,10.865,13.54,25.9,1.21E-05,4690,
10.1016/S0038-1098(02)00555-0,0.037,73,0.00574,La0.45Ca2.55Co4O9,"sol-gel, air",polycrystalline,400,,34.03,18900,3266,1923,147.11,10.865,13.54,26.8,1.43E-05,5340,
10.1016/S0038-1098(02)00555-0,0.029,84,0.02,Ca3Co4O9,"sol-gel, air",polycrystalline,700,,31.25,17150,2511,1757,147.11,10.865,13.54,34.8,2.47E-05,7100,
10.1016/S0038-1098(02)00555-0,0.025,89,0.02,La0.05Ca2.85Co3.8O8.55,"sol-gel, air",polycrystalline,700,,31.6,17300,2612,1776,147.11,10.865,13.54,39.8,3.12E-05,7850,
10.1016/S0038-1098(02)00555-0,0.021,92,0.03,La0.3Ca2.7Co4O9,"sol-gel, air",polycrystalline,700,,33.1,18350,3029,1870,147.11,10.865,13.54,48.3,4.13E-05,8540,
10.1016/S0038-1098(02)00555-0,0.023,95,0.03,La0.45Ca2.55Co4O9,"sol-gel, air",polycrystalline,700,,34.03,18900,3266,1923,147.11,10.865,13.54,43.5,3.94E-05,9040,
10.1016/S0038-1098(02)00555-0,0.026,119,0.05,Ca3Co4O9,"sol-gel, air",polycrystalline,1000,,31.25,17150,2511,1757,147.11,10.865,13.54,38.4,5.40E-05,14100,
10.1016/S0038-1098(02)00555-0,0.019,124,0.08,La0.05Ca2.85Co3.8O8.55,"sol-gel, air",polycrystalline,1000,,31.6,17300,2612,1776,147.11,10.865,13.54,52.4,8.04E-05,15400,
10.1016/S0038-1098(02)00555-0,0.015,127,0.11,La0.3Ca2.7Co4O9,"sol-gel, air",polycrystalline,1000,,33.1,18350,3029,1870,147.11,10.865,13.54,66.5,0.000107,16100,
10.1016/S0038-1098(02)00555-0,0.018,132,0.1,La0.45Ca2.55Co4O9,"sol-gel, air",polycrystalline,1000,,34.03,18900,3266,1923,147.11,10.865,13.54,56.8,9.86E-05,17300,
10.1016/S0038-1098(03)00080-2,0.000491,-2,0.000218,Bi2Ru2O7,Solid state reaction,polycrystalline,400,,66.55,309700000,3994,5707,1090.63,12.394,88,1880,5.46E-07,2.681,
10.1016/S0038-1098(03)00080-2,0.00101,21,0.02,Y0.5Bi1.5Ru2O7,Solid state reaction,polycrystalline,400,,61.1,328200000,4178,5460,1079.79,12.27,88,969,4.55E-05,461,
10.1016/S0038-1098(03)00080-2,0.002,15,0.00478,Y1Bi1Ru2O7,Solid state reaction,polycrystalline,400,,55.64,350400000,4398,5165,1069.75,12.156,88,502,1.20E-05,238,
10.1016/S0038-1098(03)00080-2,5.732,270,0.000509,Y2Ru2O7,Solid state reaction,polycrystalline,400,,44.72,410900000,4999,4357,1040.8,11.827,88,0.173,1.27E-06,72900,
10.1016/S0038-1098(03)00080-2,0.000574,5,0.00352,Bi2Ru2O7,Solid state reaction,polycrystalline,700,,66.55,309700000,3994,5707,1090.63,12.394,88,1730,5.03E-06,28.9,
10.1016/S0038-1098(03)00080-2,0.00105,15,0.02,Y0.5Bi1.5Ru2O7,Solid state reaction,polycrystalline,700,,61.1,328200000,4178,5460,1079.79,12.27,88,946,2.22E-05,234,
10.1016/S0038-1098(03)00080-2,0.0019,17,0.01,Y1Bi1Ru2O7,Solid state reaction,polycrystalline,700,,55.64,350400000,4398,5165,1069.75,12.156,88,515,1.55E-05,294,
10.1016/S0038-1098(03)00080-2,0.284,22,0.000118,Y2Ru2O7,Solid state reaction,polycrystalline,700,,44.72,410900000,4999,4357,1040.8,11.827,88,3.465,1.69E-07,480,
10.1016/S0038-1098(03)00080-2,0.000687,12,0.02,Bi2Ru2O7,Solid state reaction,polycrystalline,1000,,66.55,309700000,3994,5707,1090.63,12.394,88,1430,2.25E-05,155,
10.1016/S0038-1098(03)00080-2,0.00119,17,0.03,Y0.5Bi1.5Ru2O7,Solid state reaction,polycrystalline,1000,,61.1,328200000,4178,5460,1079.79,12.27,88,830,2.50E-05,298,
10.1016/S0038-1098(03)00080-2,0.002,17,0.01,Y1Bi1Ru2O7,Solid state reaction,polycrystalline,1000,,55.64,350400000,4398,5165,1069.75,12.156,88,492,1.48E-05,296,
10.1016/S0038-1098(03)00080-2,0.084,17,0.000352,Y2Ru2O7,Solid state reaction,polycrystalline,1000,,44.72,410900000,4999,4357,1040.8,11.827,88,11.6,3.52E-07,298,
10.1016/S0167-577X(01)00317-2,0.00176,23,0.01,Nd1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,400,,58.31,326600000,5126,4765,1102.66,12.53,88,569,3.03E-05,533,
10.1016/S0167-577X(01)00317-2,0.00117,21,0.02,Nd1Bi1Ru2O7,Solid state reaction,polycrystalline,400,,60.67,321300000,4772,5060,1098.72,12.485,88,854,3.83E-05,448,
10.1016/S0167-577X(01)00317-2,0.00322,18,0.0039,Yb1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,400,,61.98,307400000,5384,4668,1098.72,12.485,88,311,9.75E-06,314,
10.1016/S0167-577X(01)00317-2,0.00169,19,0.0088,Yb1Bi1Ru2O7,Solid state reaction,polycrystalline,400,,63.29,308100000,4966,4980,1098.72,12.485,88,591,2.20E-05,372,
10.1016/S0167-577X(01)00317-2,0.00193,32,0.04,Nd1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,700,,58.31,326600000,5126,4765,1102.66,12.53,88,519,5.46E-05,1050,
10.1016/S0167-577X(01)00317-2,0.00134,30,0.05,Nd1Bi1Ru2O7,Solid state reaction,polycrystalline,700,,60.67,321300000,4772,5060,1098.72,12.485,88,746,6.83E-05,915,
10.1016/S0167-577X(01)00317-2,0.0031,29,0.02,Yb1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,700,,61.98,307400000,5384,4668,1098.72,12.485,88,323,2.77E-05,860,
10.1016/S0167-577X(01)00317-2,0.00177,29,0.03,Yb1Bi1Ru2O7,Solid state reaction,polycrystalline,700,,63.29,308100000,4966,4980,1098.72,12.485,88,565,4.86E-05,860,
10.1016/S0167-577X(01)00317-2,0.00204,40,0.08,Nd1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,1000,,58.31,326600000,5126,4765,1102.66,12.53,88,491,7.84E-05,1600,
10.1016/S0167-577X(01)00317-2,0.00153,35,0.08,Nd1Bi1Ru2O7,Solid state reaction,polycrystalline,1000,,60.67,321300000,4772,5060,1098.72,12.485,88,653,8.21E-05,1260,
10.1016/S0167-577X(01)00317-2,0.00298,39,0.05,Yb1.4Bi0.6Ru2O7,Solid state reaction,polycrystalline,1000,,61.98,307400000,5384,4668,1098.72,12.485,88,336,5.10E-05,1520,
10.1016/S0167-577X(01)00317-2,0.00181,36,0.07,Yb1Bi1Ru2O7,Solid state reaction,polycrystalline,1000,,63.29,308100000,4966,4980,1098.72,12.485,88,552,7.10E-05,1290,
10.1016/S0925-8388(01)01804-7,0.888,-413,0.00577,Fe1.98Ti0.02O3,"solid state reaction, air",polycrystalline,300,,31.91,13.87,1837,1111,101.11,10.111,10,11300,1.92E-05,171000,
10.1016/S0925-8388(01)01804-7,0.376,-366,0.01,Fe1.96Ti0.04O3,"solid state reaction, air",polycrystalline,300,7.82,31.87,14.74,1829,1112,101.11,10.111,10,26600,3.57E-05,134000,2.487
10.1016/S0925-8388(01)01804-7,0.412,-335,0.00818,Fe1.94Ti0.06O3,"solid state reaction, air",polycrystalline,300,6.39,31.84,15.62,1820,1113,101.11,10.111,10,24300,2.73E-05,112000,2.784
10.1016/S0925-8388(01)01804-7,1,-428,0.00549,Fe1.98Sn0.02O3,"solid state reaction, air",polycrystalline,300,,32.19,6569,1853,1117,303.23,10.108,30,10000,1.83E-05,183000,
10.1016/S0925-8388(01)01804-7,0.467,-364,0.00853,Fe1.96Sn0.04O3,"solid state reaction, air",polycrystalline,300,6.84,32.44,13020,1860,1122,303.23,10.108,30,21400,2.84E-05,133000,2.289
10.1016/S0925-8388(01)01804-7,0.492,-403,0.01,Fe1.98Ti0.02O3,"solid state reaction, air",polycrystalline,400,,31.91,13.87,1837,1111,101.11,10.111,10,20300,3.30E-05,162000,
10.1016/S0925-8388(01)01804-7,0.214,-344,0.02,Fe1.96Ti0.04O3,"solid state reaction, air",polycrystalline,400,6.87,31.87,14.74,1829,1112,101.11,10.111,10,46700,5.53E-05,118000,6.641
10.1016/S0925-8388(01)01804-7,0.206,-309,0.02,Fe1.94Ti0.06O3,"solid state reaction, air",polycrystalline,400,5.93,31.84,15.62,1820,1113,101.11,10.111,10,48600,4.63E-05,95300,7.994
10.1016/S0925-8388(01)01804-7,0.515,-413,0.01,Fe1.98Sn0.02O3,"solid state reaction, air",polycrystalline,400,,32.19,6569,1853,1117,303.23,10.108,30,19400,3.32E-05,171000,
10.1016/S0925-8388(01)01804-7,0.263,-336,0.02,Fe1.96Sn0.04O3,"solid state reaction, air",polycrystalline,400,6.17,32.44,13020,1860,1122,303.23,10.108,30,38000,4.27E-05,113000,6.005
10.1016/S0925-8388(01)01804-7,0.18,-370,0.05,Fe1.98Ti0.02O3,"solid state reaction, air",polycrystalline,700,,31.91,13.87,1837,1111,101.11,10.111,10,55600,7.63E-05,137000,
10.1016/S0925-8388(01)01804-7,0.094,-323,0.08,Fe1.96Ti0.04O3,"solid state reaction, air",polycrystalline,700,4.7,31.87,14.74,1829,1112,101.11,10.111,10,106000,0.000111,104000,38.6
10.1016/S0925-8388(01)01804-7,0.076,-292,0.08,Fe1.94Ti0.06O3,"solid state reaction, air",polycrystalline,700,4.34,31.84,15.62,1820,1113,101.11,10.111,10,132000,0.000112,85300,51.9
10.1016/S0925-8388(01)01804-7,0.213,-374,0.05,Fe1.98Sn0.02O3,"solid state reaction, air",polycrystalline,700,,32.19,6569,1853,1117,303.23,10.108,30,46900,6.56E-05,140000,
10.1016/S0925-8388(01)01804-7,0.107,-318,0.07,Fe1.96Sn0.04O3,"solid state reaction, air",polycrystalline,700,4.22,32.44,13020,1860,1122,303.23,10.108,30,93000,9.40E-05,101000,37.7
10.1016/S0925-8388(01)01804-7,0.138,-372,0.1,Fe1.98Ti0.02O3,"solid state reaction, air",polycrystalline,1000,,31.91,13.87,1837,1111,101.11,10.111,10,72400,0.0001,138000,
10.1016/S0925-8388(01)01804-7,0.072,-328,0.15,Fe1.96Ti0.04O3,"solid state reaction, air",polycrystalline,1000,3.54,31.87,14.74,1829,1112,101.11,10.111,10,139000,0.00015,108000,95.6
10.1016/S0925-8388(01)01804-7,0.058,-295,0.15,Fe1.94Ti0.06O3,"solid state reaction, air",polycrystalline,1000,3.35,31.84,15.62,1820,1113,101.11,10.111,10,174000,0.000151,86900,127
10.1016/S0925-8388(01)01804-7,0.162,-375,0.09,Fe1.98Sn0.02O3,"solid state reaction, air",polycrystalline,1000,,32.19,6569,1853,1117,303.23,10.108,30,61600,8.64E-05,140000,
10.1016/S0925-8388(01)01804-7,0.087,-323,0.12,Fe1.96Sn0.04O3,"solid state reaction, air",polycrystalline,1000,3.08,32.44,13020,1860,1122,303.23,10.108,30,115000,0.00012,105000,90.8
10.1016/S0925-8388(02)00972-6,0.00701,-167,0.12,Sr0.95La0.05Ti1O3,"solid state reaction, Ar",polycrystalline,300,,37.21,2291,2640,1987,59.83,11.966,5,143,0.000398,27900,
10.1016/S0925-8388(02)00972-6,0.00261,-98,0.11,Sr0.9La0.1Ti1O3,"solid state reaction, Ar",polycrystalline,300,5.88,37.72,3205,2856,2006,59.83,11.966,5,383,0.000364,9530,0.048
10.1016/S0925-8388(02)00972-6,0.000613,-54,0.14,Sr0.8La0.2Ti1O3,"solid state reaction, Ar",polycrystalline,300,,38.75,4961,3271,2041,60,12,5,1630,0.00047,2880,
10.1016/S0925-8388(02)00972-6,0.00443,-188,0.32,Sr0.95La0.05Ti1O3,"solid state reaction, Ar",polycrystalline,400,,37.21,2291,2640,1987,59.83,11.966,5,226,0.000798,35300,
10.1016/S0925-8388(02)00972-6,0.00165,-115,0.32,Sr0.9La0.1Ti1O3,"solid state reaction, Ar",polycrystalline,400,5.28,37.72,3205,2856,2006,59.83,11.966,5,606,0.000801,13200,0.112
10.1016/S0925-8388(02)00972-6,0.000534,-65,0.31,Sr0.8La0.2Ti1O3,"solid state reaction, Ar",polycrystalline,400,,38.75,4961,3271,2041,60,12,5,1870,0.000784,4190,
10.1016/S0925-8388(02)00972-6,0.00918,-251,0.48,Sr0.95La0.05Ti1O3,"solid state reaction, Ar",polycrystalline,700,,37.21,2291,2640,1987,59.83,11.966,5,109,0.000687,63000,
10.1016/S0925-8388(02)00972-6,0.00366,-179,0.61,Sr0.9La0.1Ti1O3,"solid state reaction, Ar",polycrystalline,700,3.83,37.72,3205,2856,2006,59.83,11.966,5,273,0.000876,32000,0.122
10.1016/S0925-8388(02)00972-6,0.00119,-113,0.75,Sr0.8La0.2Ti1O3,"solid state reaction, Ar",polycrystalline,700,,38.75,4961,3271,2041,60,12,5,839,0.00107,12800,
10.1016/S0925-8388(02)00972-6,0.018,-285,0.44,Sr0.95La0.05Ti1O3,"solid state reaction, Ar",polycrystalline,1000,,37.21,2291,2640,1987,59.83,11.966,5,54.6,0.000443,81200,
10.1016/S0925-8388(02)00972-6,0.00793,-221,0.62,Sr0.9La0.1Ti1O3,"solid state reaction, Ar",polycrystalline,1000,3.15,37.72,3205,2856,2006,59.83,11.966,5,126,0.000616,48800,0.098
10.1016/S0925-8388(02)00972-6,0.00238,-158,1.05,Sr0.8La0.2Ti1O3,"solid state reaction, Ar",polycrystalline,1000,,38.75,4961,3271,2041,60,12,5,420,0.00105,25000,
10.1016/S0925-8388(02)01002-2,0.000711,4,0.000705,Mo3Te4,"solid state reaction, vacuum",polycrystalline,300,3.812,114.04,639700000,2718,5052,1039.77,24.756,42,1410,2.35E-06,16.7,0.27
10.1016/S0925-8388(02)01002-2,0.000767,3,0.000439,Mo6Te7S1,"solid state reaction, vacuum",polycrystalline,300,2.773,107.22,595400000,2661,4975,1039.77,24.756,42,1300,1.46E-06,11.2,0.344
10.1016/S0925-8388(02)01002-2,0.000857,6,0.00139,Mo6Te6S2,"solid state reaction, vacuum",polycrystalline,300,2.125,100.39,545100000,2596,4888,1039.77,24.756,42,1170,4.63E-06,39.7,0.402
10.1016/S0925-8388(02)01002-2,0.00072,8,0.00313,Mo3Te4,"solid state reaction, vacuum",polycrystalline,400,3.912,114.04,639700000,2718,5052,1039.77,24.756,42,1390,7.83E-06,56.4,0.347
10.1016/S0925-8388(02)01002-2,0.000783,5,0.00153,Mo6Te7S1,"solid state reaction, vacuum",polycrystalline,400,3.097,107.22,595400000,2661,4975,1039.77,24.756,42,1280,3.84E-06,30,0.402
10.1016/S0925-8388(02)01002-2,0.000887,8,0.00293,Mo6Te6S2,"solid state reaction, vacuum",polycrystalline,400,2.374,100.39,545100000,2596,4888,1039.77,24.756,42,1130,7.33E-06,65,0.463
10.1016/S0925-8388(02)01002-2,0.000715,17,0.03,Mo3Te4,"solid state reaction, vacuum",polycrystalline,700,4.452,114.04,639700000,2718,5052,1039.77,24.756,42,1400,3.84E-05,274,0.537
10.1016/S0925-8388(02)01002-2,0.000817,14,0.02,Mo6Te7S1,"solid state reaction, vacuum",polycrystalline,700,3.978,107.22,595400000,2661,4975,1039.77,24.756,42,1220,2.39E-05,195,0.525
10.1016/S0925-8388(02)01002-2,0.000946,12,0.01,Mo6Te6S2,"solid state reaction, vacuum",polycrystalline,700,2.931,100.39,545100000,2596,4888,1039.77,24.756,42,1060,1.44E-05,137,0.616
10.1016/S0925-8388(02)01002-2,0.000723,24,0.08,Mo3Te4,"solid state reaction, vacuum",polycrystalline,1000,5.291,114.04,639700000,2718,5052,1039.77,24.756,42,1380,7.91E-05,572,0.638
10.1016/S0925-8388(02)01002-2,0.000833,21,0.05,Mo6Te7S1,"solid state reaction, vacuum",polycrystalline,1000,4.61,107.22,595400000,2661,4975,1039.77,24.756,42,1200,5.35E-05,446,0.635
10.1016/S0925-8388(02)01002-2,0.001,15,0.02,Mo6Te6S2,"solid state reaction, vacuum",polycrystalline,1000,3.454,100.39,545100000,2596,4888,1039.77,24.756,42,1000,2.14E-05,214,0.706
10.1021/cm050412c,0.21,220,0.00691,Tl11.5Sb11.5Cu8Se27,"solid state reaction, vacuum",polycrystalline,300,,110.19,8301000,4990,3898,1468,25.31,58,4.762,2.30E-05,48400,
10.1021/cm050412c,14500,-160,5.30E-08,Tl1Ti1P1S5,"solid state reaction, vacuum",polycrystalline,300,0.783,55.44,668700,3519,3878,374.96,23.435,16,6.90E-05,1.77E-10,25600,6.45E-08
10.1021/cm050412c,130,345,2.75E-05,Tl2Cu2Sn1Te4,"solid state reaction, vacuum",polycrystalline,300,0.377,129.44,438700000,3984,4776,500.1,27.783,18,0.00769,9.16E-08,119000,1.49E-05
10.1021/cm052055b,0.00598,-280,0.39,In0.05Co4Sb12,Solid state reaction,polycrystalline,300,2.087,106.08,4312000,7219,3308,739.646,23.042,32.1,167,0.00131,78300,0.059
10.1021/cm052055b,0.00292,-257,0.68,In0.1Co4Sb12,Solid state reaction,polycrystalline,300,2.188,106.11,4314000,7205,3304,741.144,23.017,32.2,342,0.00227,66200,0.115
10.1021/cm052055b,0.00187,-247,0.97,In0.15Co4Sb12,Solid state reaction,polycrystalline,300,2.299,106.13,4316000,7192,3300,741.39,22.953,32.3,534,0.00325,60800,0.17
10.1021/cm052055b,0.00149,-222,0.99,In0.2Co4Sb12,Solid state reaction,polycrystalline,300,2.476,106.16,4318000,7180,3295,742.742,22.924,32.4,670,0.00331,49300,0.198
10.1021/cm052055b,0.00114,-217,1.24,In0.25Co4Sb12,Solid state reaction,polycrystalline,300,2.559,106.19,4320000,7167,3291,742.89,22.858,32.5,878,0.00414,47100,0.251
10.1021/cm052055b,0.00151,-212,0.89,In0.3Co4Sb12,Solid state reaction,polycrystalline,300,2.688,106.21,4322000,7154,3287,742.89,22.788,32.6,662,0.00297,44900,0.18
10.1021/cm052055b,0.00677,-296,0.52,In0.05Co4Sb12,Solid state reaction,polycrystalline,400,1.738,106.08,4312000,7219,3308,739.646,23.042,32.1,148,0.00129,87400,0.083
10.1021/cm052055b,0.0034,-276,0.9,In0.1Co4Sb12,Solid state reaction,polycrystalline,400,1.909,106.11,4314000,7205,3304,741.144,23.017,32.2,294,0.00224,76300,0.15
10.1021/cm052055b,0.00213,-266,1.33,In0.15Co4Sb12,Solid state reaction,polycrystalline,400,1.995,106.13,4316000,7192,3300,741.39,22.953,32.3,470,0.00333,70900,0.23
10.1021/cm052055b,0.00175,-248,1.41,In0.2Co4Sb12,Solid state reaction,polycrystalline,400,2.08,106.16,4318000,7180,3295,742.742,22.924,32.4,572,0.00352,61600,0.268
10.1021/cm052055b,0.00134,-248,1.83,In0.25Co4Sb12,Solid state reaction,polycrystalline,400,2.265,106.19,4320000,7167,3291,742.89,22.858,32.5,746,0.00458,61500,0.321
10.1021/cm052055b,0.00179,-247,1.36,In0.3Co4Sb12,Solid state reaction,polycrystalline,400,2.159,106.21,4322000,7154,3287,742.89,22.788,32.6,558,0.00341,61200,0.252
10.1021/cm052055b,0.00843,-335,0.93,In0.05Co4Sb12,Solid state reaction,polycrystalline,700,1.564,106.08,4312000,7219,3308,739.646,23.042,32.1,119,0.00133,112000,0.129
10.1021/cm052055b,0.00434,-310,1.55,In0.1Co4Sb12,Solid state reaction,polycrystalline,700,1.742,106.11,4314000,7205,3304,741.144,23.017,32.2,231,0.00221,96000,0.226
10.1021/cm052055b,0.00269,-302,2.37,In0.15Co4Sb12,Solid state reaction,polycrystalline,700,1.862,106.13,4316000,7192,3300,741.39,22.953,32.3,372,0.00338,90900,0.341
10.1021/cm052055b,0.00215,-282,2.59,In0.2Co4Sb12,Solid state reaction,polycrystalline,700,1.941,106.16,4318000,7180,3295,742.742,22.924,32.4,466,0.0037,79400,0.41
10.1021/cm052055b,0.00166,-276,3.21,In0.25Co4Sb12,Solid state reaction,polycrystalline,700,2.135,106.19,4320000,7167,3291,742.89,22.858,32.5,604,0.00459,76000,0.483
10.1021/cm052055b,0.00228,-278,2.38,In0.3Co4Sb12,Solid state reaction,polycrystalline,700,2.014,106.21,4322000,7154,3287,742.89,22.788,32.6,438,0.0034,77500,0.372
10.1021/cm060261t,0.00204,56,0.05,Yb14Mn1Sb11,"flux (Sn), Ar",single crystal,300,0.84,146.81,1966000,8812,3211,6058.93,29.129,208,490,0.000156,3190,0.427
10.1021/cm060261t,0.00232,69,0.08,Yb14Mn1Sb11,"flux (Sn), Ar",single crystal,400,0.844,146.81,1966000,8812,3211,6058.93,29.129,208,430,0.000203,4720,0.498
10.1021/cm060261t,0.00346,117,0.28,Yb14Mn1Sb11,"flux (Sn), Ar",single crystal,700,0.816,146.81,1966000,8812,3211,6058.93,29.129,208,289,0.000397,13700,0.604
10.1021/cm060261t,0.00458,164,0.59,Yb14Mn1Sb11,"flux (Sn), Ar",single crystal,1000,0.715,146.81,1966000,8812,3211,6058.93,29.129,208,218,0.000588,26900,0.745
10.1021/cm200581k,0.045,279,0.05,Ag1Cr1Se2,"solid state reaction, sealed",polycrystalline,300,0.956,79.45,14290000,2031,2077,248.9,20.742,12,22.4,0.000175,78000,0.017
10.1021/cm200581k,0.04,300,0.09,Ag1Cr1Se2,"solid state reaction, sealed",polycrystalline,400,0.4,79.45,14290000,2031,2077,248.9,20.742,12,24.9,0.000224,90100,0.061
10.1021/cm200581k,0.033,307,0.2,Ag1Cr1Se2,"solid state reaction, sealed",polycrystalline,700,0.206,79.45,14290000,2031,2077,248.9,20.742,12,30.4,0.000286,94100,0.253
10.1021/cm970397e,0.032,-196,0.04,K2Bi8Se13,Solid state reaction + extra,polycrystalline,300,1.285,120.72,42810000,4060,4518,1357.83,29.518,46,30.8,0.000119,38500,0.018
10.1021/cm970397e,0.00416,-220,0.35,K2Bi8Se13,Flux (Bi self-flux),single crystal,300,,120.72,42810000,4060,4518,1357.83,29.518,46,240,0.00116,48200,
