doi,compound name,formula,group,organic,inorganic,iupac,dimensionality,sample type,code,level of theory,Exchange-correlation functional,k-point grid,level of relativity,basis set definition,numerical accuracy,synthesis starting materials,synthesis product,synthesis description,experimental method,experimental description
10.1039/c7sc01590a,3-(2-ammonioethyl)anilinium lead bromide,C8H14N2PbBr4,"3-(2-ethanaminium)anilinium tetrabromoplumbate(II), (AEA)PbBr4",C8H14N2,"PbBr4, Lead bromide",3-(2-ethanaminium)anilinium lead(II) bromide,2,single crystal,,,,,,,,"3-(2-ammonioethyl)anilin, PbBr2, HBr",plate-like colorless crystals,"0.34 mmol PbBr2, 0.35 mmol 3-(2-ammonioethyl)anilin are mixed in 3 mL of 9M HBr. The mixture is then heated to 100 ˚C for 2 h to dissolve the solid, and then slowly cooled down to room temperature at −2 °C·hr−1.",Single crystal X-ray diffraction,Frames were collected using Bruker D85 diffractometer at the Advanced Light Source beamline 11.3.1 (λ=0.7749 Å).
10.1039/c7sc01590a,"1,4-butyldiammonium lead bromide",C4H14N2PbBr4,"butyl-1,4-diaminium tetrabromoplumbate(II), (BDA)PbBr4, C4N2H14PbBr4, NH3C4H8NH3PbBr4",C4H14N2,"PbBr4, Lead bromide","butyl-1,4-diaminium lead(II) bromide",2,single crystal,,,,,,,,"butanediamine, PbBr2, HBr",plate-like colorless crystals,"0.34 mmol PbBr2, 0.35 mmol butanediamine are mixed in 3 mL of 9M HBr. The mixture is then heated to 100 ˚C for 2 h to dissolve the solid, and then slowly cooled down to room temperature at −2 °C·hr−1.",Single crystal X-ray diffraction,Frames were collected using Bruker D8 Venture diffractometer equipped with a Photon 100 CMOS detector employing Mo Kα radiation (λ=0.71073 Å).
10.1039/c7sc01590a,Histammonium lead bromide,C5H11N3PbBr4,"4-(2-ethanaminium)-1H-imidazol-3-ium) tetrabromoplumbate(II), (HA)PbBr4, (HIS)PbBr4, (C5H11N3)PbBr4",C5H11N3,"PbBr4, Lead bromide",4-(2-ethanaminium)-1H-imidazol-3-ium) lead(II) bromide,2,single crystal,,,,,,,,"Histamine, PbBr2, HBr",plate-like yellow crystals,"0.34 mmol PbBr2, 0.35 mmol histamine are mixed in 3 mL of 9M HBr. The mixture is then heated to 100 ˚C for 2 h to dissolve the solid, and then slowly cooled down to room temperature at −2 °C·hr−1.",Single crystal X-ray diffraction,Frames were collected using Bruker D8 Venture diffractometer equipped with a Photon 100 CMOS detector employing Mo Kα radiation (λ=0.71073 Å).
10.1039/c7sc01590a,Histammonium lead bromide,C5H11N3PbBr4,"4-(2-ethanaminium)-1H-imidazol-3-ium) tetrabromoplumbate(II), (HA)PbBr4, (HIS)PbBr4, (C5H11N3)PbBr4",C5H11N3,"PbBr4, Lead bromide",4-(2-ethanaminium)-1H-imidazol-3-ium) lead(II) bromide,2,single crystal,,,,,,,,"Histamine, PbBr2, HBr",plate-like yellow crystals,"0.34 mmol PbBr2, 0.35 mmol histamine are mixed in 3 mL of 9M HBr. The mixture is then heated to 100 ˚C for 2 h to dissolve the solid, and then slowly cooled down to room temperature at −2 °C·hr−1.",Single crystal X-ray diffraction,Frames were collected using Bruker D8 Venture diffractometer equipped with a Photon 100 CMOS detector employing Mo Kα radiation (λ=0.71073 Å).
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,single crystal,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Single crystal X-ray diffraction,An Oxford-Diffraction Xcalibur-2 CCD diffractometer with graphite-monochromated Mo Kα radiation was used to collect the single crystal XRD data.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,single crystal,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Single crystal X-ray diffraction,An Oxford-Diffraction Xcalibur-2 CCD diffractometer with graphite-monochromated Mo Kα radiation was used to collect the single crystal XRD data.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,single crystal,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Single crystal X-ray diffraction,An Oxford-Diffraction Xcalibur-2 CCD diffractometer with graphite-monochromated Mo Kα radiation was used to collect the single crystal XRD data.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra. liquid nitrogen was used to cool the samples.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether.In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra. liquid nitrogen was used to cool the samples.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,single crystal,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Single crystal X-ray diffraction,An Oxford-Diffraction Xcalibur-2 CCD diffractometer with graphite-monochromated Mo Kα radiation was used to collect the single crystal XRD data.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra. liquid nitrogen was used to cool the samples.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra. liquid nitrogen was used to cool the samples.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether.In an N2-filled glove box,  SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box,  SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,single crystal,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Single crystal X-ray diffraction,An Oxford-Diffraction Xcalibur-2 CCD diffractometer with graphite-monochromated Mo Kα radiation was used to collect the single crystal XRD data.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence excitation,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PLE spectra.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra.
10.1039/C7SC04539E,Bis(1-butyl-1-methylpyrrolidinium) antimony chloride,C18H40N2SbCl5,"bis(1-butyl-1-methylpyrrolidinium) pentachloroantimonate(III), (C9NH20)2SbCl5, (C9H20N)2SbCl5",C9H20N,"SbCl5, Antimony chloride",bis(1-butyl-1-methylpyrrolidinium) antimony(III) chloride,0,powder,,,,,,,,"antimony trichloride (SbCl3), dimethylformamide (DMF, 99.8%), 1-butyl-1-methylpyrrolidinium chloride (C9NH20Cl)",Colorless crystals,Antimony(II) chloride and 1-butyl-1-methylpyrrolidinium chloride were mixed in a 1 : 2 molar ratio in DMF. Bulk crystals were prepared by diffusing acetone into DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.,Photoluminescence,FLS980 spectrofluorometer (Edinburgh Instruments) was used to record the PL spectra. liquid nitrogen was used to cool the samples.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium bromide) tin bromide",C16H56N8Br4SnBr6,"tetra(N,N'-dimethylethylene-1,2-diaminium-bromide) hexabromostannate(II), (C4N2H14Br)4SnBr6, (C4H14N2Br)4SnBr6",C4H14N2Br,"SnBr6, Tin bromide","tetra(N,N′-dimethylethylene-1,2-diaminium-bromide) tin(II) bromide",0,powder,,,,,,,,"dimethylformamide (DMF, 99.8%), Tin(II) bromide (SnBr2), N,N0-dimethylethylenediamine (99%), hydrobromic acid (48 wt% in H2O), Dichloromethane (DCM, 99.9%)",Colorless crystals,"N,N′-dimethylethylene-1,2-diammonium bromide was prepared by adding HBr solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, Tin(ii) bromide and N,N′-dimethylethylene-1,2-diammonium bromide were mixed in a 1 : 4 molar ratio in DMF to form a clear precursor solution. DCM was diffused into this DMF solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence quantum efficiency using integrating sphere,An integrating sphere incorporated in FLS980 spectrofluorometer (Edinburgh Instruments) was used to measure the PLQE.
10.1039/C7SC04539E,"tetra(N,N′-dimethylethylene-1,2-diammonium iodide) tin iodide",C16H56N8I4SnI6,"tetra(N,N'-dimethylethylene-1,2-diaminium-iodide) hexaiodostannate(II), (C4N2H14I)4SnI6, (C4H14N2I)4SnI6",C4H14N2I,"SnI6, Tin iodide","tetra(N,N′-dimethylethylene-1,2-diaminium-iodide) tin(II) iodide",0,powder,,,,,,,,"γ-butyrolactone (GBL, 99%), tin(II) iodide (SnI2), N,N′-dimethylethylenediamine, hydriodic acid (55%), Dichloromethane (DCM, 99.9%)",Red crystals,"N,N′-dimethylethylene-1,2-diammonium iodide was prepared by adding HI solution (2.2 equiv.) into N,N′-dimethylethylenediamine (1 equiv.) in ethanol at 0 °C. The solvent was then removed under vacuum, and the resulting solid was washed with ethyl ether. In an N2-filled glove box, SnI2 and N,N′-dimethylethylene-1,2-diammonium iodide were mixed in a 1 : 4 molar ratio in GBL to form a clear precursor solution. DCM was diffused into this GBL solution at room temperature overnight. The obtained crystals were washed with acetone and dried under reduced pressure.",Photoluminescence quantum efficiency using integrating sphere,An integrating sphere incorporated in FLS980 spectrofluorometer (Edinburgh Instruments) was used to measure the PLQE.
